date,c,d,act,out,pol1,pol2,pol3
2020-08-02,0.01409589494768671,0.0003989542207829711,0.5773264330941091,0.5468090509895506,0.9997159855144513,0.5292606189805572,0.09435898174591942
2020-08-03,0.014248704012923706,0.00040085856083553234,0.6792582683622398,0.8560239159187361,0.9997159855144513,0.5292606189805572,0.09435898174591942
2020-08-04,0.014418126688039259,0.0004052362001830726,0.6886830037276164,0.9201894483979467,0.9997159855144513,0.5292606189805572,0.09435898174591942
2020-08-05,0.014589189304500646,0.00040934609400476897,0.7119212742501875,0.9734995103405034,0.9997159855144513,0.5292606189805572,0.08555912447673616
2020-08-06,0.014774723566633837,0.00041089901805466074,0.7127416344298186,1.0008850159098783,0.9997159855144513,0.5292606189805572,0.08267320235777056
2020-08-07,0.014969565332609187,0.00041518964010630135,0.7735453117771026,1.0468622503120575,0.9997159855144513,0.5292606189805572,0.08267320235777056
2020-08-08,0.015145671605413585,0.0004182821009297932,0.700886078313898,0.808082888244473,0.9997159855144513,0.5292606189805572,0.08267320235777056
2020-08-09,0.015299065460847569,0.0004199577300563098,0.5502816778474088,0.5597571250694555,0.9997159855144513,0.5292606189805572,0.08267320235777056
2020-08-10,0.015449681955314565,0.0004216512159617009,0.6707896693486453,0.8596345769052602,0.9997159855144513,0.5292606189805572,0.08267320235777056
2020-08-11,0.015621269561803677,0.0004263601777579173,0.6852165031889916,0.9440776942752453,0.9997159855144513,0.5292606189805572,0.08267320235777056
2020-08-12,0.01579435988602315,0.00043114946299628647,0.6871803358001297,0.9878845777136228,0.9997159855144513,0.5292606189805572,0.08267320235777056
2020-08-13,0.01596489324733401,0.00043500498821962734,0.6946435486622559,1.027511645005924,0.9997159855144513,0.5292606189805572,0.08267320235777056
2020-08-14,0.016152692801897694,0.00043870656017884257,0.7748865249263077,1.0713157292511046,0.9997159855144513,0.5292606189805572,0.08267320235777056
2020-08-15,0.016319330476264167,0.0004420901851795349,0.7224646921348252,0.8342491230224253,0.9997159855144513,0.5292606189805572,0.08267320235777056
2020-08-16,0.016453899016351074,0.0004437267753134016,0.5662517446132588,0.5555293211562167,0.9997159855144513,0.5292606189805572,0.08267320235777056
2020-08-17,0.016570150464816993,0.000445393486738075,0.664086355974073,0.857729043643134,0.9997159855144513,0.5292606189805572,0.08267320235777056
2020-08-18,0.016705672219682475,0.0004497093099824096,0.6943719335364659,0.9361073494439847,0.9997159855144513,0.5292606189805572,0.08267320235777056
2020-08-19,0.016844681186529,0.0004537818169124575,0.6938449458840849,0.9633128195054373,0.9997159855144513,0.5292606189805572,0.08267320235777056
2020-08-20,0.01699263401927165,0.00045713867648765853,0.7272303587300026,0.9903799784705316,0.9997159855144513,0.5292606189805572,0.08267320235777056
2020-08-21,0.01714576103437056,0.000460880420261412,0.8520477373546124,1.0331634115220811,0.9997159855144513,0.5292606189805572,0.08267320235777056
2020-08-22,0.017288844245296777,0.0004638624360954138,0.762424206008406,0.808933157115436,0.9997159855144513,0.5292606189805572,0.08267320235777056
